City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
472,mumford,5.2618,-0.759,26.16,87,88,4.62,GH,1697219658
473,bedarieux,43.6155,3.1571,20.81,97,74,1.49,FR,1697219659
474,chemolgan,43.1897,76.5292,5.81,83,100,2.02,KZ,1697219659
475,nagqu,31.5,92.0,-1.67,27,100,1.23,CN,1697219659
476,mazagao,-0.115,-51.2894,36.03,34,60,2.63,BR,1697219660
477,odacho-oda,35.1833,132.5,15.98,68,100,2.31,JP,1697219660
478,gorontalo,0.5412,123.0595,23.91,73,85,0.85,ID,1697219661
479,acapulco de juarez,16.8634,-99.8901,29.52,71,43,2.59,MX,1697219559
480,betio village,1.358,172.9211,27.02,72,87,4.19,KI,1697219661
481,oliver,49.1831,-119.5524,10.95,82,25,0.0,CA,1697219662
482,avanigadda,16.0215,80.9181,26.64,85,6,1.85,IN,1697219662
483,dodge city,37.7528,-100.0171,13.46,47,100,16.46,US,1697219638
484,middelfart,55.5059,9.7305,15.21,87,100,13.54,DK,1697219663
485,wauchope,-31.45,152.7333,9.98,77,0,1.28,AU,1697219663
486,macau,22.2006,113.5461,26.03,73,20,6.69,MO,1697219432
487,dolinsk,47.35,142.8,9.26,85,5,2.9,RU,1697219664
488,serenje,-13.2325,30.2352,25.6,30,60,2.47,ZM,1697219664
489,kununurra,-15.7667,128.7333,22.99,78,93,0.0,AU,1697219664
490,yaren,-0.5472,166.916,28.98,67,26,1.83,NR,1697219665
491,banda aceh,5.5577,95.3222,26.16,84,98,1.97,ID,1697219488
492,northam,51.0333,-4.2167,12.56,79,75,8.5,GB,1697219665
493,yass,-34.8333,148.9167,11.13,92,64,3.47,AU,1697219666
494,midvagur,62.0511,-7.1939,5.46,81,100,21.61,FO,1697219666
495,portsmouth,50.799,-1.0913,17.73,95,84,4.92,GB,1697219667
496,harper,4.375,-7.7169,26.17,84,82,2.99,LR,1697219667
497,chonchi,-42.6128,-73.8092,12.84,70,95,1.66,CL,1697219667
498,augusta,48.3667,10.8833,20.39,45,0,2.57,DE,1697219464
499,nyurba,63.2842,118.3319,-3.27,51,79,1.79,RU,1697219668
500,smithers,54.7804,-127.1743,3.18,100,20,2.06,CA,1697219668
501,bride,54.3826,-4.3892,11.74,65,29,11.95,IM,1697219669
502,ponte nova,-20.4164,-42.9086,33.78,39,88,1.74,BR,1697219669
503,trincomalee,8.5711,81.2335,25.94,85,94,1.62,LK,1697219669
504,miles city,46.4083,-105.8406,7.54,76,100,2.57,US,1697219670
505,zag,46.9441,99.165,2.63,45,20,2.31,MN,1697219670
506,posadas,-27.3671,-55.8961,21.99,46,0,4.63,AR,1697219670
507,polyarnyy,69.1989,33.4478,1.59,79,70,2.98,RU,1697219671
508,idaho falls,43.4666,-112.0341,11.59,71,0,0.45,US,1697219609
509,lata,40.1629,-8.3327,23.84,51,92,1.02,PT,1697219671
510,murzuq,25.9155,13.9184,25.44,24,0,4.02,LY,1697219672
511,moranbah,-22.0016,148.0466,18.0,65,8,3.09,AU,1697219672
512,ad dilam,23.9915,47.1627,31.23,14,0,4.18,SA,1697219672
513,santiago de cao,-7.9589,-79.2392,21.07,73,20,5.66,PE,1697219673
514,nadym,65.5333,72.5167,1.0,95,100,5.46,RU,1697219673
515,yuzhno-kurilsk,44.0306,145.8556,12.99,82,0,2.14,RU,1697219673
516,tiraspol,46.8403,29.6433,15.1,76,19,0.8,MD,1697219674
517,berezovo,63.9381,65.0419,3.31,98,100,4.02,RU,1697219674
518,goondiwindi,-28.55,150.3167,12.99,33,0,3.08,AU,1697219675
519,chegdomyn,51.1167,133.0167,7.4,78,15,2.24,RU,1697219675
520,carutapera,-1.195,-46.02,30.9,61,14,5.99,BR,1697219675
521,newman,37.3138,-121.0208,22.91,35,51,0.45,US,1697219676
522,atlantic city,39.3643,-74.4229,20.01,44,0,4.12,US,1697219506
523,ust'-kut,56.7938,105.7672,-0.31,96,100,6.26,RU,1697219676
524,yichang,30.7144,111.2847,16.17,78,100,1.72,CN,1697219677
525,al jubayl,27.0112,49.6583,30.58,60,0,1.93,SA,1697219677
526,crane,31.3974,-102.3501,23.67,14,0,5.84,US,1697219677
527,angamacutiro de la union,20.1667,-101.6833,28.33,39,3,0.87,MX,1697219678
528,az zawr,29.4425,48.2747,34.45,56,0,3.32,KW,1697219678
529,gaalkacyo,6.7697,47.4308,29.29,60,91,7.94,SO,1697219678
530,sidi akkacha,36.4647,1.3026,34.16,47,0,2.64,DZ,1697219679
531,orlova,49.8453,18.4301,20.12,66,100,3.85,CZ,1697219679
532,huixtla,15.15,-92.4667,31.57,66,38,2.6,MX,1697219680
533,douz,33.4663,9.0203,24.69,30,0,1.95,TN,1697219680
534,la'ie,21.6477,-157.9253,26.98,80,16,2.68,US,1697219680
535,lewistown,40.5992,-77.5714,17.88,72,0,0.0,US,1697219458
536,antofagasta,-23.65,-70.4,18.6,66,4,3.96,CL,1697219681
537,necochea,-38.5473,-58.7368,14.99,53,1,3.92,AR,1697219682
538,yevpatoriya,45.1972,33.3558,16.86,52,100,1.37,UA,1697219682
539,pecos,31.4229,-103.4932,24.58,17,0,0.0,US,1697219682
540,yorkton,51.2167,-102.4677,7.91,76,100,1.54,CA,1697219683
541,sarmiento,-45.5882,-69.07,16.09,33,8,0.67,AR,1697219683
542,oak grove,45.4168,-122.6401,20.02,60,40,6.17,US,1697219683
543,onsala,57.4253,12.029,14.41,86,100,7.58,SE,1697219683
544,cockburn town,21.4612,-71.1419,31.98,66,40,3.09,TC,1697219684
545,dubbo,-32.25,148.6167,8.07,76,1,2.06,AU,1697219684
546,antsiranana,-12.2787,49.2917,24.55,90,95,4.72,MG,1697219684
547,san-pedro,4.7485,-6.6363,25.66,87,93,2.29,CI,1697219685
548,tarawa,1.419,172.984,27.05,89,75,2.06,KI,1697219685
549,wenling,28.3669,121.36,19.52,85,89,2.62,CN,1697219686
550,stornoway,58.2093,-6.3865,7.98,79,40,10.8,GB,1697219686
551,mount pleasant,32.7941,-79.8626,22.83,95,40,4.63,US,1697219687
552,north bend,43.4065,-124.2243,13.98,94,0,2.57,US,1697219687
553,araban,37.4267,37.689,22.38,39,0,3.32,TR,1697219688
554,la cocha,-27.7773,-65.5704,25.82,18,1,4.32,AR,1697219688
555,mil'kovo,55.6078,37.7956,8.92,66,6,3.98,RU,1697219688
556,santo andre,-23.6639,-46.5383,18.76,88,100,6.17,BR,1697219689
557,berbera,10.4396,45.0143,29.74,67,0,1.56,SO,1697219689
558,pedregulho,-20.2569,-47.4767,25.09,63,92,3.78,BR,1697219689
559,usinsk,65.9939,57.5281,-1.07,98,100,2.24,RU,1697219690
560,kuta,-8.7233,115.1723,26.97,88,40,4.63,ID,1697219690
561,al qitena,14.8648,32.3668,37.67,15,68,5.57,SD,1697219690
562,jiexiu,37.0244,111.9125,13.75,34,0,1.0,CN,1697219691
563,dumfries,38.5676,-77.328,22.63,57,0,3.09,US,1697219691
564,esteli,13.0919,-86.3538,29.86,77,66,1.62,NI,1697219691
565,saint-francois,46.4154,3.9054,25.69,43,0,3.09,FR,1697219692
566,trinity beach,-16.7888,145.6968,18.9,94,94,0.0,AU,1697219692
567,poyarkovo,49.6,128.6833,9.04,56,15,2.42,RU,1697219692
568,burutu,5.3509,5.5076,26.55,86,97,2.6,NG,1697219693
569,westerland,54.9079,8.3033,16.12,94,100,6.69,DE,1697219693
570,lethbridge,49.7,-112.8186,8.27,87,100,6.17,CA,1697219693
571,lucas,41.6501,-83.6666,17.86,68,100,6.17,US,1697219694
572,suoyarvi,62.0833,32.35,1.21,92,22,1.71,RU,1697219694
573,rongelap,11.1635,166.8941,28.15,76,97,4.64,MH,1697219695
574,mildura,-34.2,142.15,10.04,86,4,3.65,AU,1697219695
575,amahai,-3.3333,128.9167,25.32,90,71,1.41,ID,1697219696
576,san fernando de monte cristi,19.8667,-71.65,30.98,66,57,4.24,DO,1697219696
577,molde,62.7375,7.1591,9.91,62,75,4.12,NO,1697219696
578,la passe,45.5549,-0.8967,21.13,79,100,7.83,FR,1697219697
579,rio grande,-32.035,-52.0986,21.06,54,9,5.06,BR,1697219697
580,ribas do rio pardo,-20.4431,-53.7592,35.29,32,41,3.36,BR,1697219697
581,cabedelo,-6.9811,-34.8339,30.37,69,37,6.33,BR,1697219414
582,murudeshwara,14.0943,74.4845,27.08,88,65,0.61,IN,1697219698
583,usogorsk,63.4106,48.6872,2.59,96,99,3.08,RU,1697219698
584,havre,49.5833,0.3333,20.22,68,75,9.26,FR,1697219699
585,sirte,31.2089,16.5887,24.33,64,0,3.28,LY,1697219699
586,madaba,31.5833,35.6667,20.09,58,0,2.53,JO,1697219699
587,tual,-5.6667,132.75,27.0,85,92,7.34,ID,1697219700
588,kapa'a,22.0752,-159.319,26.99,91,0,3.09,US,1697219700
589,shar'ya,58.3686,45.5144,6.1,93,93,5.81,RU,1697219700
590,whitecourt,54.1502,-115.6855,2.58,100,100,4.12,CA,1697219701
591,torres,-29.3353,-49.7269,16.01,67,61,3.63,BR,1697219701
592,taco pozo,-25.6167,-63.2833,27.35,17,14,2.39,AR,1697219701
593,pionerskiy,54.9508,20.2275,12.91,84,100,13.14,RU,1697219702
